Fertility_rate	Human_Development_Index
1.893	0.807
1.838	0.809
1.777	0.812
1.68	0.81
1.555	0.802
1.55	0.81
1.55	0.819
2.691	0.639
2.532	0.639
2.425	0.645
2.342	0.654
2.262	0.655
2.199	0.657
2.204	0.672
2.293	0.672
2.371	0.681
2.39	0.682
2.349	0.689
2.307	0.698
2.254	0.704
2.174	0.71
2.089	0.718
2.004	0.725
1.903	0.732
1.798	0.739
1.71	0.744
1.64	0.749
1.613	0.73
1.599	0.745
1.583	0.764
1.575	0.766
7.311	0.24
7.28	0.247
7.237	0.251
7.18	0.259
7.119	0.266
7.052	0.273
7.01	0.282
6.971	0.293
6.936	0.303
6.911	0.314
6.886	0.32
6.852	0.332
6.819	0.34
6.783	0.352
6.741	0.359
6.708	0.368
6.677	0.377
6.647	0.386
6.624	0.395
6.592	0.403
6.579	0.41
6.545	0.415
6.523	0.411
6.491	0.409
6.441	0.414
6.385	0.413
6.319	0.411
6.251	0.416
6.118	0.421
5.892	0.425
5.85	0.414
5.779	0.414
5.692	0.417
5.614	0.419
2.041	0.735
2.002	0.742
2.06	0.748
1.958	0.754
1.84	0.758
1.791	0.763
1.972	0.763
1.937	0.772
1.835	0.781
1.734	0.784
1.672	0.79
1.493	0.801
1.458	0.806
1.476	0.818
1.4	0.832
1.377	0.84
1.363	0.838
1.358	0.845
1.42	0.848
1.413	0.854
1.375	0.867
1.443	0.862
1.42	0.87
1.366	0.88
1.379	0.886
1.376	0.892
1.366	0.891
1.271	0.901
1.227	0.908
1.15	0.91
1.132	0.903
1.11	0.914
1.101	0.917
1.098	0.924
3.527	0.666
3.382	0.668
3.247	0.676
3.18	0.681
3.131	0.691
3.091	0.696
3.064	0.702
3.038	0.71
3.012	0.722
2.989	0.722
2.964	0.723
2.936	0.732
2.919	0.733
6.175	0.396
6.157	0.401
6.126	0.409
6.093	0.421
6.058	0.432
5.962	0.439
5.861	0.448
5.743	0.45
5.623	0.46
5.524	0.467
5.456	0.468
5.407	0.47
5.373	0.475
5.364	0.482
5.374	0.494
5.376	0.5
5.404	0.512
5.426	0.512
5.436	0.512
5.406	0.522
5.384	0.525
5.38	0.53
5.352	0.538
5.317	0.544
5.261	0.547
5.211	0.551
5.157	0.548
5.106	0.551
5.044	0.561
4.984	0.566
4.912	0.554
4.848	0.553
4.77	0.562
4.697	0.563
2.296	0.627
2.293	0.632
2.359	0.637
2.312	0.641
2.243	0.645
2.138	0.65
2.116	0.653
2.031	0.659
1.911	0.667
2.031	0.675
1.976	0.683
1.895	0.697
1.916	0.701
1.871	0.709
1.871	0.716
1.824	0.723
1.714	0.729
1.672	0.736
1.602	0.742
1.528	0.748
1.495	0.755
1.482	0.762
1.479	0.778
1.419	0.781
1.371	0.79
1.319	0.792
1.352	0.795
1.395	0.799
1.365	0.801
1.351	0.803
1.387	0.795
1.353	0.789
1.27	0.794
1.241	0.806
3.444	0.668
3.363	0.67
3.285	0.672
3.211	0.675
3.132	0.68
3.044	0.68
2.964	0.687
2.886	0.694
2.815	0.701
2.763	0.706
2.714	0.712
2.671	0.715
2.633	0.722
2.579	0.728
2.536	0.732
2.495	0.736
2.456	0.745
2.421	0.747
2.391	0.75
2.364	0.749
2.34	0.751
2.317	0.757
2.294	0.764
2.269	0.765
2.211	0.769
2.137	0.773
2.086	0.778
2.041	0.781
2.03	0.785
2.02	0.788
1.99	0.763
1.97	0.761
1.94	0.783
1.91	0.789
4.217	0.596
4.084	0.599
3.934	0.596
3.785	0.601
3.681	0.6
3.595	0.601
3.514	0.602
3.439	0.601
3.368	0.6
3.313	0.601
3.271	0.603
3.223	0.605
3.18	0.605
3.133	0.603
3.091	0.602
3.049	0.604
3.001	0.606
2.957	0.607
2.922	0.608
2.883	0.611
2.852	0.609
2.818	0.611
2.785	0.614
2.748	0.615
1.528	0.702
1.537	0.711
1.575	0.718
1.638	0.728
1.719	0.729
1.703	0.739
1.65	0.748
1.661	0.754
1.622	0.758
1.82	0.762
1.87	0.759
1.89	0.763
1.81	0.769
1.81	0.772
1.78	0.775
1.77	0.77
1.751	0.773
1.694	0.784
1.731	0.785
4.206	0.593
3.858	0.591
3.426	0.581
3.017	0.567
2.819	0.568
2.736	0.572
2.621	0.578
2.477	0.585
2.358	0.594
2.297	0.602
2.255	0.611
2.194	0.622
2.103	0.631
2.019	0.643
1.983	0.658
1.99	0.671
2.116	0.683
2.321	0.696
2.532	0.707
2.625	0.711
2.521	0.714
2.595	0.725
2.739	0.735
2.94	0.744
2.996	0.748
3.01	0.753
2.957	0.759
2.891	0.759
2.923	0.767
3.008	0.758
2.949	0.741
2.835	0.727
2.746	0.742
2.685	0.747
1.804	0.764
1.734	0.768
1.702	0.773
1.737	0.785
1.803	0.795
1.895	0.806
1.96	0.809
1.731	0.815
1.676	0.822
1.728	0.825
1.744	0.83
1.762	0.833
1.756	0.839
1.8	0.836
1.79	0.843
1.775	0.849
1.814	0.851
1.831	0.841
1.85	0.84
1.881	0.853
1.803	0.862
4.06	0.451
3.947	0.457
3.757	0.461
3.548	0.468
3.413	0.48
3.295	0.484
3.229	0.495
3.147	0.5
3.037	0.507
2.882	0.517
2.774	0.528
2.686	0.539
2.617	0.55
2.606	0.56
2.611	0.567
2.613	0.573
2.611	0.579
2.618	0.586
2.612	0.593
2.624	0.598
2.629	0.607
2.595	0.619
2.543	0.629
2.478	0.639
2.425	0.648
2.406	0.659
2.396	0.665
2.375	0.674
2.354	0.68
2.342	0.687
2.32	0.683
2.288	0.69
2.256	0.704
2.23	0.71
6.319	0.246
6.276	0.25
6.218	0.245
6.153	0.252
6.082	0.255
6.019	0.257
5.973	0.269
5.933	0.281
5.905	0.292
5.875	0.304
5.83	0.311
5.755	0.326
5.667	0.335
5.6	0.35
5.551	0.36
5.5	0.371
5.452	0.379
5.466	0.392
5.598	0.403
5.681	0.411
5.66	0.419
5.599	0.424
5.518	0.431
5.43	0.443
5.304	0.45
5.245	0.457
5.188	0.46
5.128	0.461
5.07	0.469
5.016	0.475
4.959	0.477
4.905	0.478
4.84	0.49
4.763	0.493
3.504	0.347
3.432	0.354
3.354	0.368
3.281	0.374
3.204	0.381
3.127	0.385
3.058	0.391
2.985	0.396
2.912	0.399
2.851	0.406
2.813	0.415
2.793	0.423
2.765	0.433
2.68	0.443
2.588	0.453
2.515	0.463
2.471	0.473
2.447	0.483
2.404	0.468
2.369	0.504
2.335	0.515
2.306	0.525
2.276	0.535
2.264	0.546
2.252	0.557
2.266	0.566
2.27	0.574
2.252	0.587
2.228	0.6
2.206	0.61
2.179	0.609
2.158	0.605
2.131	0.606
2.115	0.609
5.398	0.597
5.29	0.602
5.107	0.603
4.905	0.601
4.676	0.6
4.417	0.595
4.201	0.587
4.166	0.58
4.176	0.574
4.138	0.565
3.991	0.561
3.827	0.555
3.693	0.555
3.58	0.558
3.545	0.563
3.571	0.564
3.601	0.569
3.608	0.576
3.616	0.581
3.633	0.585
3.657	0.591
3.658	0.598
3.676	0.607
3.653	0.616
3.635	0.624
3.604	0.63
3.574	0.634
3.511	0.638
3.462	0.642
3.404	0.647
3.349	0.647
3.303	0.631
3.248	0.649
3.212	0.665
3.377	0.589
3.4	0.565
3.504	0.581
3.665	0.614
3.847	0.607
4.019	0.616
4.117	0.624
4.115	0.633
4.098	0.64
4.085	0.655
4.075	0.66
4.027	0.67
3.879	0.67
3.683	0.668
3.531	0.678
3.466	0.684
3.425	0.692
3.379	0.7
3.331	0.703
5.211	0.404
5.151	0.412
5.074	0.42
5.042	0.425
4.964	0.433
4.869	0.438
4.668	0.447
4.442	0.453
4.275	0.459
4.13	0.464
3.984	0.471
3.793	0.472
3.604	0.479
3.439	0.486
3.279	0.493
3.115	0.5
2.967	0.512
2.857	0.516
2.737	0.526
2.63	0.538
2.541	0.551
2.462	0.559
2.42	0.565
2.36	0.57
2.319	0.574
2.273	0.575
2.226	0.58
2.173	0.588
2.12	0.596
2.08	0.604
2.051	0.599
2.025	0.596
2.002	0.605
1.984	0.622
1.614	0.855
1.61	0.86
1.588	0.861
1.573	0.863
1.569	0.889
1.534	0.886
1.53	0.89
1.564	0.891
1.628	0.893
1.656	0.894
1.721	0.9
1.712	0.902
1.729	0.898
1.742	0.901
1.722	0.904
1.706	0.907
1.715	0.914
1.714	0.92
1.764	0.92
1.783	0.92
1.787	0.925
1.752	0.935
1.716	0.935
1.677	0.937
1.704	0.939
1.657	0.94
1.658	0.941
1.617	0.945
1.585	0.947
1.572	0.95
1.545	0.945
1.624	0.951
1.514	0.953
1.43	0.955
2.167	0.811
2.092	0.813
2.06	0.822
2.038	0.838
1.982	0.852
1.979	0.858
1.961	0.862
1.956	0.871
1.895	0.881
1.966	0.886
1.977	0.896
1.964	0.902
1.892	0.905
1.929	0.91
1.976	0.912
1.961	0.917
2.01	0.918
2.169	0.921
2.187	0.92
2.133	0.923
2.165	0.926
2.096	0.927
2.087	0.929
2.004	0.933
1.925	0.932
1.982	0.934
1.876	0.938
1.811	0.936
1.719	0.938
1.717	0.938
1.63	0.94
1.647	0.939
1.665	0.933
1.667	0.938
4.596	0.515
4.432	0.526
4.267	0.531
4.102	0.534
3.937	0.54
3.775	0.549
3.62	0.559
3.473	0.568
3.339	0.569
3.218	0.585
3.12	0.593
2.996	0.601
2.887	0.609
2.827	0.615
2.784	0.623
2.765	0.63
2.733	0.636
2.697	0.642
2.66	0.646
2.626	0.646
2.596	0.651
2.558	0.657
2.527	0.664
2.492	0.668
2.463	0.674
2.434	0.679
2.407	0.684
2.378	0.688
2.347	0.69
2.321	0.69
2.299	0.676
2.265	0.682
2.24	0.701
2.218	0.706
7.806	0.215
7.798	0.219
7.795	0.222
7.79	0.228
7.786	0.233
7.776	0.238
7.78	0.245
7.802	0.25
7.84	0.258
7.84	0.263
7.829	0.266
7.81	0.272
7.797	0.278
7.789	0.284
7.777	0.292
7.769	0.302
7.744	0.309
7.726	0.313
7.702	0.323
7.679	0.329
7.64	0.339
7.592	0.346
7.527	0.356
7.445	0.362
7.342	0.369
7.215	0.374
7.043	0.38
6.874	0.384
6.706	0.391
6.537	0.4
6.369	0.404
6.2	0.413
6.135	0.414
6.061	0.419
6.459	0.379
6.426	0.383
6.391	0.388
6.354	0.393
6.319	0.397
6.273	0.402
6.217	0.408
6.138	0.413
6.069	0.419
6.082	0.425
6.124	0.435
6.128	0.438
6.116	0.451
6.1	0.464
6.09	0.477
6.063	0.484
6.053	0.489
6.027	0.492
6.024	0.497
5.993	0.499
5.948	0.502
5.893	0.508
5.797	0.512
5.694	0.517
5.622	0.524
5.503	0.53
5.343	0.532
5.182	0.534
5.021	0.537
4.861	0.544
4.7	0.547
4.636	0.554
4.552	0.557
4.482	0.56
2.3272805	0.81713676
2.301309	0.819591
2.2772021	0.8224308
2.2678351	0.8255375
2.2513099	0.83012056
2.2374172	0.8332466
2.2452502	0.8386846
2.2398806	0.84200835
2.209838	0.8433985
2.1684575	0.8439207
2.119871	0.84561443
2.0942779	0.8494359
2.075143	0.8532949
2.0513146	0.85496044
2.0388033	0.85716856
2.0081358	0.8591236
1.9728338	0.86142576
1.9253684	0.8636879
1.8944266	0.8665236
1.8635086	0.8687238
1.8093059	0.85540247
1.8073522	0.8522403
1.8062992	0.86384416
1.7720436	0.8702258
2.269	0.644
2.31	0.647
2.281	0.642
2.26	0.647
2.232	0.648
2.13	0.653
2.059	0.657
1.916	0.661
1.89	0.666
1.77	0.675
1.863	0.686
1.729	0.691
1.786	0.694
1.745	0.7
1.524	0.708
1.469	0.717
1.514	0.726
1.533	0.732
1.565	0.753
1.637	0.757
1.707	0.765
1.625	0.771
1.709	0.775
1.705	0.782
1.768	0.788
1.758	0.795
1.786	0.8
1.725	0.807
1.731	0.814
1.651	0.805
1.625	0.783
1.622	0.781
1.588	0.811
1.465	0.815
1.932	0.856
1.92	0.863
1.888	0.868
1.865	0.875
1.869	0.89
1.873	0.887
1.892	0.894
1.86	0.9
1.82	0.908
1.849	0.913
1.854	0.924
1.788	0.923
1.757	0.923
1.798	0.93
1.828	0.937
1.835	0.939
1.899	0.942
1.897	0.943
1.951	0.943
1.974	0.944
1.941	0.947
1.876	0.949
1.847	0.95
1.779	0.953
1.754	0.956
1.728	0.959
1.705	0.962
1.624	0.965
1.566	0.966
1.533	0.967
1.482	0.969
1.56	0.969
1.415	0.967
1.405	0.97
2.4639127	0.80804354
2.4825656	0.8101854
2.5515428	0.8121299
2.5599842	0.8153273
2.5144236	0.81803006
2.5001037	0.82062435
2.4687498	0.8243534
2.4635663	0.82798356
2.418012	0.8279558
2.3560889	0.8310525
2.3451734	0.8333656
2.313491	0.83567315
2.264939	0.83694863
2.2449045	0.84073627
2.1904926	0.8431121
2.1407125	0.84438473
2.1636748	0.84548646
2.1492639	0.84466344
2.1344285	0.84926206
3.852	0.707
3.662	0.719
3.51	0.729
3.371	0.739
3.2	0.743
3.029	0.756
2.879	0.766
2.761	0.774
2.762	0.782
2.829	0.799
2.973	0.804
2.955	0.822
2.928	0.824
2.954	0.827
2.97	0.831
2.965	0.838
2.949	0.845
2.923	0.848
2.81	0.854
2.696	0.857
2.638	0.843
2.588	0.834
2.449	0.846
2.525	0.858
6.364	0.396
6.291	0.4
6.207	0.405
6.112	0.408
6.008	0.412
5.894	0.415
5.771	0.42
5.642	0.422
5.507	0.426
5.462	0.431
5.352	0.436
5.182	0.443
5.012	0.45
4.894	0.458
4.685	0.472
4.595	0.48
4.589	0.489
4.554	0.495
4.515	0.496
4.465	0.497
4.398	0.5
4.305	0.504
4.204	0.508
4.125	0.512
4.055	0.522
3.988	0.527
3.902	0.535
3.9	0.537
3.855	0.538
3.81	0.54
3.765	0.536
3.72	0.537
3.662	0.544
3.605	0.544
1.819	0.736
1.87	0.741
1.923	0.746
1.962	0.749
1.989	0.755
2.017	0.761
1.996	0.765
1.968	0.771
1.947	0.773
1.935	0.776
1.937	0.779
1.965	0.784
2.006	0.787
2.054	0.791
2.032	0.795
2.002	0.802
2.055	0.804
2.019	0.804
1.97	0.805
1.984	0.806
1.972	0.799
1.95	0.789
1.927	0.786
1.907	0.786
4.971	0.654
4.867	0.663
4.739	0.664
4.627	0.674
4.509	0.679
4.44	0.685
4.434	0.691
4.305	0.698
4.154	0.704
4.049	0.706
3.995	0.7
3.977	0.712
3.887	0.717
3.771	0.721
3.674	0.725
3.591	0.729
3.511	0.718
3.442	0.718
3.375	0.733
3.311	0.674
3.072	0.672
2.999	0.674
2.95	0.68
2.909	0.686
2.877	0.688
2.852	0.69
2.83	0.694
2.81	0.701
2.789	0.707
2.767	0.712
2.744	0.718
2.72	0.723
2.698	0.73
2.679	0.735
2.68	0.741
2.643	0.746
2.62	0.753
2.612	0.763
2.608	0.767
2.593	0.77
2.587	0.775
2.604	0.781
2.591	0.798
2.569	0.799
2.552	0.798
2.53	0.803
2.502	0.81
2.462	0.815
2.402	0.82
2.288	0.824
2.184	0.808
2.152	0.819
2.139	0.835
2.119	0.839
5.18	0.403
5.109	0.411
5.033	0.421
4.962	0.432
4.87	0.439
4.78	0.442
4.728	0.448
4.679	0.449
4.632	0.446
4.587	0.454
4.525	0.456
4.469	0.458
4.419	0.461
4.362	0.464
4.283	0.468
4.22	0.473
4.148	0.479
4.076	0.485
4.015	0.489
3.941	0.495
3.883	0.503
3.816	0.508
3.746	0.514
3.684	0.522
3.625	0.534
3.558	0.543
3.495	0.55
3.432	0.555
3.382	0.559
3.322	0.566
3.274	0.567
3.215	0.567
3.165	0.572
3.099	0.576
4.565	0.607
4.481	0.613
4.402	0.619
4.282	0.626
4.196	0.631
4.108	0.637
4.014	0.646
3.911	0.653
3.798	0.659
3.67	0.664
3.508	0.664
3.361	0.671
3.233	0.679
3.123	0.673
3.053	0.681
2.973	0.683
2.889	0.684
2.823	0.69
2.792	0.7
2.757	0.7
2.695	0.709
2.667	0.715
2.658	0.719
2.636	0.73
2.646	0.733
2.645	0.737
2.624	0.737
2.591	0.74
2.561	0.744
2.525	0.747
2.497	0.742
2.469	0.723
2.444	0.747
2.422	0.756
3.912	0.625
3.794	0.628
3.673	0.629
3.552	0.633
3.432	0.644
3.315	0.654
3.203	0.658
3.099	0.663
3.002	0.671
2.917	0.68
2.845	0.682
2.744	0.69
2.693	0.69
2.661	0.689
2.673	0.694
2.643	0.691
2.619	0.697
2.583	0.708
2.528	0.714
2.48	0.717
2.421	0.731
2.413	0.738
2.356	0.748
2.317	0.757
2.271	0.763
2.229	0.768
2.189	0.775
2.152	0.775
2.118	0.78
2.086	0.784
2.056	0.769
2.029	0.764
2.004	0.79
1.98	0.794
4.322	0.593
4.273	0.594
4.161	0.599
4.098	0.602
4.079	0.606
4.067	0.609
4.004	0.619
3.943	0.623
3.884	0.624
3.825	0.628
3.754	0.632
3.719	0.636
3.651	0.643
3.591	0.648
3.524	0.655
3.448	0.656
3.466	0.654
3.403	0.659
3.401	0.662
3.376	0.662
3.315	0.669
3.236	0.674
3.143	0.681
3.042	0.687
2.894	0.689
2.829	0.69
2.679	0.69
2.525	0.694
2.378	0.7
2.215	0.708
2.075	0.699
1.95	0.69
1.929	0.714
1.916	0.72
2.065	0.722
2.067	0.72
1.956	0.724
1.87	0.737
1.801	0.747
1.634	0.754
1.587	0.763
1.516	0.775
1.439	0.784
1.377	0.793
1.366	0.801
1.315	0.809
1.252	0.816
1.225	0.822
1.228	0.82
1.244	0.826
1.269	0.831
1.311	0.836
1.386	0.841
1.402	0.846
1.407	0.852
1.338	0.858
1.329	0.863
1.292	0.873
1.317	0.873
1.323	0.879
1.389	0.884
1.472	0.882
1.443	0.884
1.436	0.887
1.384	0.88
1.322	0.884
1.261	0.902
1.299	0.906
1.555	0.707
1.557	0.718
1.536	0.735
1.513	0.751
1.445	0.765
1.411	0.773
1.441	0.781
1.469	0.789
1.473	0.795
1.502	0.793
1.538	0.797
1.455	0.801
1.46	0.804
1.437	0.808
1.405	0.809
1.408	0.81
1.372	0.815
1.352	0.821
1.383	0.826
1.349	0.831
1.381	0.836
1.343	0.843
1.277	0.844
1.213	0.849
1.23	0.854
1.302	0.857
1.356	0.859
1.377	0.864
1.411	0.866
1.421	0.872
1.405	0.87
1.328	0.876
1.453	0.883
1.508	0.89
4.23	0.767
3.988	0.768
3.852	0.77
3.765	0.778
3.665	0.784
3.557	0.788
3.444	0.791
3.327	0.794
3.211	0.796
3.117	0.796
3.073	0.795
3.08	0.795
3.011	0.798
2.925	0.804
2.794	0.807
2.635	0.815
2.509	0.822
2.438	0.831
2.369	0.839
2.254	0.838
2.137	0.834
2.07	0.835
2.04	0.846
2.032	0.859
2.03	0.857
1.976	0.86
1.856	0.861
1.834	0.87
1.756	0.876
1.731	0.88
1.675	0.872
1.605	0.866
1.739	0.883
1.729	0.886
1.837	0.719
1.6	0.705
1.51	0.694
1.437	0.692
1.4	0.695
1.337	0.701
1.301	0.707
1.317	0.709
1.316	0.715
1.304	0.724
1.303	0.73
1.272	0.737
1.27	0.745
1.298	0.749
1.335	0.757
1.394	0.765
1.421	0.781
1.449	0.792
1.581	0.815
1.636	0.826
1.574	0.822
1.475	0.823
1.51	0.817
1.466	0.821
1.56	0.82
1.621	0.823
1.692	0.823
1.77	0.828
1.753	0.833
1.711	0.838
1.726	0.832
1.718	0.829
1.717	0.84
1.713	0.845
1.91	0.762
1.751	0.758
1.566	0.744
1.393	0.725
1.398	0.712
1.352	0.713
1.289	0.723
1.243	0.734
1.242	0.738
1.183	0.74
1.19	0.75
1.221	0.758
1.287	0.764
1.334	0.772
1.345	0.777
1.299	0.78
1.315	0.791
1.428	0.802
1.517	0.807
1.559	0.805
1.585	0.808
1.601	0.822
1.708	0.825
1.725	0.83
1.766	0.831
1.79	0.833
1.773	0.835
1.627	0.838
1.581	0.845
1.504	0.847
1.505	0.818
1.505	0.813
1.452	0.826
1.449	0.832
6.345	0.294
6.289	0.297
6.235	0.295
6.171	0.304
6.059	0.317
5.967	0.34
5.893	0.37
5.816	0.385
5.737	0.398
5.64	0.417
5.5	0.433
5.335	0.452
5.141	0.467
4.922	0.479
4.707	0.493
4.522	0.504
4.332	0.512
4.201	0.521
4.136	0.499
4.117	0.525
4.108	0.525
4.106	0.534
4.084	0.539
4.047	0.54
3.985	0.55
3.913	0.555
3.841	0.562
3.778	0.57
3.698	0.578
1.931	0.758
1.902	0.765
1.871	0.769
1.833	0.776
1.8	0.783
1.762	0.791
1.74	0.8
1.713	0.808
1.682	0.818
1.665	0.829
1.643	0.83
1.633	0.832
1.61	0.834
1.587	0.835
1.568	0.839
1.55	0.828
1.531	0.818
1.512	0.829
1.505	0.84
3.238	0.683
3.19	0.685
3.11	0.692
2.999	0.694
3.028	0.696
3.026	0.698
2.712	0.701
2.743	0.701
2.403	0.705
2.501	0.708
2.207	0.71
2.125	0.712
2.032	0.716
1.939	0.721
1.863	0.726
1.807	0.73
1.765	0.741
1.7	0.74
1.7	0.749
1.735	0.751
1.673	0.749
1.5	0.755
1.5	0.748
1.5	0.741
1.485	0.746
1.473	0.757
1.461	0.76
1.448	0.757
1.436	0.759
1.424	0.745
1.411	0.734
1.399	0.724
1.387	0.747
1.379	0.748
2.306	0.7
2.3	0.704
2.218	0.71
2.142	0.715
2.087	0.719
2.068	0.724
2.033	0.731
2.063	0.737
2.15	0.741
2.174	0.745
2.144	0.746
2.076	0.749
2.113	0.753
2.106	0.755
2.141	0.759
2.133	0.765
2.055	0.771
1.94	0.778
1.9	0.783
1.864	0.787
1.83	0.781
1.808	0.781
1.791	0.794
1.775	0.798
4.767	0.655
4.739	0.663
4.695	0.665
4.645	0.669
4.572	0.672
4.523	0.676
4.477	0.683
4.444	0.682
4.392	0.687
4.343	0.691
4.322	0.694
4.322	0.697
4.358	0.701
4.417	0.702
4.466	0.694
4.52	0.708
4.56	0.711
4.545	0.707
4.491	0.706
4.423	0.706
4.344	0.708
4.262	0.712
4.196	0.712
4.136	0.711
4.061	0.708
4.002	0.708
3.94	0.706
3.883	0.703
3.829	0.708
1.404	0.881
1.519	0.883
1.432	0.885
1.296	0.888
1.298	0.89
1.198	0.893
1.242	0.895
1.257	0.898
1.521	0.9
1.358	0.903
1.459	0.905
1.456	0.902
1.289	0.893
1.483	0.896
1.259	0.897
1.196	0.896
1.127	0.898
1.054	0.903
1.077	0.904
1.096	0.908
1.113	0.895
1.125	0.903
1.136	0.91
1.149	0.915
4.939	0.535
4.933	0.546
4.957	0.552
4.906	0.557
4.838	0.561
4.769	0.564
4.718	0.569
4.664	0.574
4.584	0.585
4.485	0.596
4.354	0.608
4.203	0.613
4.069	0.617
3.977	0.621
3.9	0.625
3.827	0.628
3.759	0.631
3.695	0.636
3.644	0.637
5.804	0.67
5.644	0.681
5.489	0.688
5.326	0.693
5.161	0.699
4.986	0.705
4.812	0.711
4.656	0.718
4.524	0.725
4.354	0.729
4.206	0.737
3.964	0.744
3.709	0.75
3.465	0.762
3.264	0.773
3.161	0.782
3.176	0.785
3.185	0.786
3.074	0.792
2.95	0.794
2.81	0.801
2.8	0.811
2.78	0.819
2.67	0.827
2.68	0.841
2.63	0.851
2.65	0.86
2.67	0.869
2.67	0.875
2.49	0.878
2.27	0.875
2.17	0.878
2.14	0.893
2.28	0.9
6.396	0.377
6.267	0.379
6.149	0.381
6.049	0.382
5.915	0.382
5.819	0.384
5.723	0.385
5.639	0.386
5.581	0.389
5.573	0.392
5.498	0.398
5.397	0.404
5.301	0.409
5.246	0.416
5.192	0.423
5.133	0.43
5.064	0.438
5.018	0.45
5.024	0.462
5.025	0.47
5.055	0.477
5.099	0.491
5.129	0.499
5.049	0.504
4.884	0.508
4.751	0.509
4.648	0.516
4.489	0.517
4.294	0.522
4.1	0.52
4.003	0.522
3.936	0.522
3.864	0.526
3.818	0.53
1.468	0.686
1.436	0.692
1.398	0.698
1.37	0.699
1.354	0.685
1.353	0.701
1.355	0.707
1.363	0.711
1.37	0.72
1.361	0.732
1.336	0.743
1.319	0.753
1.316	0.763
1.331	0.773
1.362	0.774
1.399	0.775
1.404	0.785
1.444	0.788
1.431	0.792
1.46	0.795
1.46	0.802
1.462	0.806
1.483	0.808
1.487	0.814
1.513	0.817
1.485	0.809
1.517	0.807
1.519	0.826
1.5	0.833
2.2	0.758
2.367	0.772
2.407	0.797
2.182	0.797
2.161	0.814
2.217	0.819
2.295	0.836
2.313	0.844
2.291	0.847
2.262	0.85
2.227	0.853
2.199	0.838
2.166	0.836
2.133	0.848
6.567	0.313
6.553	0.303
6.555	0.305
6.569	0.312
6.557	0.312
6.555	0.314
6.552	0.311
6.531	0.307
6.495	0.304
6.423	0.301
6.355	0.318
6.305	0.33
6.23	0.345
6.087	0.354
5.919	0.363
5.807	0.37
5.737	0.372
5.643	0.391
5.563	0.4
5.448	0.406
5.327	0.41
5.209	0.416
5.064	0.418
4.873	0.436
4.703	0.438
4.548	0.432
4.466	0.441
4.389	0.445
4.294	0.451
4.192	0.455
4.08	0.454
3.978	0.458
3.876	0.463
3.791	0.467
1.583	0.819
1.495	0.826
1.485	0.833
1.498	0.84
1.471	0.848
1.443	0.854
1.424	0.859
1.372	0.866
1.261	0.869
1.239	0.875
1.342	0.882
1.186	0.885
1.172	0.891
1.081	0.897
1.071	0.905
1.072	0.911
1.068	0.911
1.069	0.914
1.044	0.924
1.002	0.928
0.934	0.932
0.964	0.933
1.027	0.933
0.949	0.934
1.003	0.934
0.977	0.935
0.943	0.934
0.936	0.935
0.948	0.939
0.942	0.942
0.942	0.944
0.944	0.948
0.943	0.942
0.943	0.946
2.076	0.698
2.034	0.697
1.925	0.702
1.859	0.71
1.666	0.72
1.523	0.729
1.469	0.74
1.428	0.747
1.376	0.758
1.331	0.765
1.293	0.774
1.202	0.781
1.185	0.79
1.204	0.796
1.246	0.806
1.262	0.815
1.254	0.824
1.27	0.834
1.342	0.842
1.433	0.845
1.43	0.851
1.445	0.856
1.394	0.856
1.396	0.858
1.422	0.859
1.403	0.861
1.478	0.864
1.521	0.865
1.545	0.868
1.566	0.871
1.591	0.867
1.631	0.859
1.56	0.873
1.56	0.88
1.462	0.734
1.422	0.736
1.334	0.741
1.329	0.746
1.315	0.756
1.288	0.768
1.279	0.778
1.247	0.789
1.231	0.802
1.212	0.82
1.253	0.829
1.208	0.845
1.21	0.855
1.203	0.865
1.248	0.87
1.263	0.876
1.317	0.883
1.386	0.888
1.529	0.894
1.538	0.894
1.579	0.896
1.57	0.897
1.587	0.897
1.553	0.907
1.581	0.907
1.576	0.909
1.587	0.914
1.622	0.918
1.606	0.922
1.611	0.923
1.594	0.918
1.64	0.924
1.568	0.926
1.576	0.931
4.861	0.554
4.757	0.547
4.673	0.542
4.602	0.539
4.539	0.543
4.466	0.548
4.411	0.553
4.39	0.553
4.372	0.552
4.358	0.556
4.349	0.557
4.341	0.564
4.335	0.567
4.332	0.57
4.325	0.576
4.36	0.575
4.291	0.576
4.2	0.578
4.06	0.581
3.93	0.582
3.8	0.583
3.749	0.579
3.694	0.577
3.62	0.583
3.557	0.584
6.255	0.385
6.132	0.404
3.724	0.633
3.618	0.641
3.479	0.645
3.372	0.65
3.258	0.654
3.172	0.654
2.991	0.649
2.734	0.642
2.63	0.634
2.559	0.626
2.413	0.618
2.373	0.613
2.324	0.614
2.358	0.61
2.436	0.613
2.512	0.616
2.548	0.622
2.545	0.632
2.679	0.643
2.501	0.657
2.445	0.669
2.436	0.683
2.447	0.696
2.428	0.705
2.424	0.713
2.359	0.722
2.261	0.722
2.283	0.726
2.27	0.732
2.264	0.742
2.257	0.724
2.248	0.721
2.227	0.737
2.216	0.741
3.0926561	0.6497253
3.0234342	0.6547653
2.9468284	0.65902275
2.8958113	0.66415447
2.8373249	0.66946566
2.7832248	0.6756636
2.7173157	0.6810407
2.6641014	0.6869894
2.6121128	0.6915652
2.5410109	0.69540364
2.4663107	0.70062786
